word,sentence,word_mean
citizens,"Remember, fellow citizens, the future is in your hands.","a person who is a member of a particular country and who has rights because of being born there or because of being given rights , or a person who lives in a particular town or city"
visiting,The Grim Reaper's visiting with you.,invited to teach for a limited time at a particular university or college
survived,This little girl survived longer than that... with no weapons and no training.,past simple and past participle of survive
fifteen,She was then but fifteen years old.,the number 15
cameras,So you didn't get anything on the cameras.,a device for taking photographs or making films or television programmes
quietly,Norton had no intention of going that quietly.,without making much noise
conditions,She's programmed to do that should certain conditions arise.,the physical situation that someone or something is in and affected by
deserves,One good turn deserves another.,to have earned or to be given something because of the way you have behaved or the qualities you have
alley,It's right up your alley.,a narrow road or path between buildings
ghosts,Do you believe in ghosts?,"the spirit of a dead person , sometimes represented as a pale , almost transparent image of that person that some people believe appears to people who are alive"
crimes,"These were crimes of passion, not profit.",illegal activities
confirmed,Scanner imaging has confirmed the dark planet dead.,used to say that someone has had a particular habit or way of life for a long time and is unlikely to change
mouse,"If I hear so much as a mouse fart in here tonight I swear by God and Jesus, you will all visit the infirmary.","a small mammal with short fur , a pointed face , and a long tail"
wednesday,"Monday, Tuesday, Thursday, Wednesday, Friday, Sunday, Saturday.",the day of the week after Tuesday and before Thursday
brad,"Brad, how the hell are you?","abbreviation for British Rate and Data: a book published every month giving detailed information about UK magazines , newspapers , etc. that contain advertising , for example how much they charge to include advertisements"
procedure,Since when is that standard procedure?,a set of actions that is the official or accepted way of doing something
deeply,"Clara, I want you to know that I care about you deeply.",extremely or strongly
aid,We'd cut them in half with a machine gun and give them a Band-Aid.,a piece of equipment that helps you to do something
experiment,Welcome to my latest experiment.,a test done in order to learn something or to discover if something works or is true
singer,I want to be a singer like Joan Baez.,a person who sings
