word,sentence,word_mean
tray,Thoracotomy tray.,"a flat object , usually with raised edges , used for carrying food and drinks :"
institution,"Hello, I'm Bob Ballard from the Woods Hole Oceanographic Institution.","a large and important organization , such as a university or bank :"
fireworks,Fireworks.,a lot of angry shouting :
hospitals,I hate hospitals.,a place where people who are ill or injured are treated and taken care of by doctors and nurses :
mug,Is a mug of beer inside this Took,a large cup with straight sides used for hot drinks :
ducks,Ducks!,"a bird that lives by water and has webbed feet (= feet with skin between the toes ) , a short neck , and a large beak :"
collapsed,He collapsed.,A collapsed lung or blood vessel (= tube that carries blood in the body ) is not able to work because disease or injury has caused it to become flat .
lounge,"I got a beautiful, nice, white lounge chair for you.","a room in a hotel , airport , theatre , etc. where people can relax or wait :"
occasionally,Occasionally.,sometimes but not often:
messy,Messy.,untidy :
subtle,Subtle.,"not loud , bright , noticeable , or obvious in any way:"
kilometers,Hotel is 2.2 kilometers from the bank.,"a unit of measurement equal to 1,000 meters"
whack,Whack!,to hit someone or something noisily :
shade,As for Andy he spent that break hunkered in the shade a strange little smile on his face watching us drink his beer.,slight darkness caused by something blocking the direct light from the sun :
explore,"to explore strange new worlds, to seek out new life and new civilizations, to boldly go where no one has gone before.",to search a place and discover things about it:
examined,I ought to have my head examined.,past simple and past participle of examine
bizarre,Bizarre.,very strange and unusual :
habits,Old habits die hard.,"something that you do often and regularly , sometimes without knowing that you are doing it:"
balcony,The balcony.,an area with a wall or bars around it that is joined to the outside wall of a building on an upper level :
refuses,What if he refuses?,to say that you will not do or accept something:
xiao,Xiao Yanzi!,
promising,Sounds promising.,Something that is promising shows signs that it is going to be successful or enjoyable :
batteries,Batteries.,"a device that produces electricity to provide power for electronic devices , cars , etc.:"
yacht,A yacht.,"a boat with sails and sometimes an engine , used for either racing or travelling on for pleasure :"
lola,Lola.,
stepping,Thanks for stepping in.,present participle of step
accomplish,It's amazing what you can accomplish by mail.,to finish something successfully or to achieve something:
spying,Are you spying on me?,present participle of spy
wretched,You will never find a more wretched hive of scum and villainy.,unpleasant or of low quality :
tails,Tails.,the side of a coin that does not have a picture of someone's head on it:
increased,Their aggressor response increased beyond madness.,past simple and past participle of increase
witnessed,I witnessed a freak occurrence.,past simple and past participle of witness
detroit,Detroit.,"the largest city in the northern US state of Michigan, near the border with Canada, and the centre of the US car industry :"
mode,Edna Mode.,"a way of operating , living , or behaving :"
week's,Stay tuned for scenes from next week's Gunsmoke.,
pier,The pier?,"a long structure sticking out from the land over the sea , a river , or a lake , where people can walk or large boats can be tied , sometimes with restaurants and places of entertainment on it:"
villagers,Villagers!,a person who lives in a village
attending,They will need attending to.,present participle of attend
heel,Heel!,the rounded back part of the foot
kneel,Kneel.,"to go down into, or stay in, a position where one or both knees are on the ground :"
rogue,Rogue robots.,"behaving in ways that are not expected or not normal , often in a way that causes damage :"
cd,adjusted and corrected for 1 CD Format,"abbreviation for compact disc : a small plastic disk with a shiny surface on which information , especially high-quality sound , is recorded"
party's,Party's over.,
learnt,I've learnt my lesson.,past simple and past participle of learn
assembly,Assembly.,"a group of people , especially one that meets regularly for a particular purpose , such as government , or, more generally , the process of coming together, or the state of being together:"
extend,Extend your arms.,to add to something in order to make it bigger or longer :
convincing,Very convincing.,able to make you believe that something is true or right :
urge,I urge you to reconsider.,"a strong wish , especially one that is difficult or impossible to control :"
memorial,A memorial.,"an object , often large and made of stone , that has been built to honour a famous person or event :"
desperately,Desperately.,extremely or very much:
iove,I Iove you.,
starboard,Hard to starboard!,the right side of a ship or aircraft as you are facing forward :
waitin,What are you waitin' for?,
avenge,Avenge me!,to do harm to or punish the person responsible for something bad done to you or your family or friends in order to achieve a fair situation :
performing,"Our inmates, properly supervised will be put to work outside these walls performing all manner of public service.",present participle of perform
jaw,How's your jaw?,the lower part of your face that moves when you open your mouth :
